id,lat,lon,perc_forest
276,-34.4213033,-58.7367403932707,0.9
277,-34.6081,-58.3509,0.75813953488372
278,-30.939,-62.883,3.875
279,-25.8667,-48.6501,0
280,-28.3667,-56.1334,13.2
281,-33.5023,-71.6039,14.125
282,-12.858,-71.367,84.7777777777778
283,-10.8204,-73.76,90.3333333333333
284,-12.1249026196337,-71.0867894547186,100
285,0.498,-76.373,34.4444444444444
286,-11.8667,-71.3667,100
287,-7.0254,-78.2113,18.2857142857143
288,-0.0031,-78.5091,8.88888888888889
289,-32.082,-70.591,0
290,-16.907,-67.1417,18.6666666666667
291,-0.683,-78.283,4.125
292,-25.2001,-65.8167,0
293,-42.659811,-70.1126,0.166666666666667
294,-23.699,-65.68,0
295,-1.6225,137.7301,100
296,-2.551503,140.650234,100
297,-28.2287,153.136,75
298,-28.2287,153.136,75
299,-28.2287,153.136,75
300,-1.1153,133.9109,100
301,-16.5833,145.2833,89.75
302,-17.4657,145.4891,78.8571428571429
303,-6.0486,141.2191,69.3333333333333
304,-8.6634,140.7217,51.5
305,30.8055,-90.4699,95.5
306,31.0582,-94.2652,100
307,33.1521,-79.3741,99.4444444444444
308,34.8095,-94.1459,78.5555555555556
309,27.9415,-81.1531,45.1111111111111
310,31.587,-111.487,2.77777777777778
311,31.7825,-110.835,7.22222222222222
312,17.75,-94,46.3333333333333
313,31.84,-109.025,3.11111111111111
314,28.366,-102.314,0
315,31.355,-109.044,14.7
316,31.587,-111.487,2.77777777777778
317,31.4775,-109.3988,4.22222222222222
318,31.7878,-110.8846,3.6
319,31.4346,-110.2323,3
320,31.587,-111.487,2.77777777777778
321,31.84,-109.025,3.11111111111111
322,37.089,-102.9585,0
323,40.6831,-104.3589,0
324,29.6183,-100.4509,52.3
325,18.8039,-99.2963,10.75
326,18.5818,-98.7087,10.875
327,18.1749,-98.1863,20.875
328,18.8728,-98.6921,67.125
329,19.1819,-103.6919,88
330,17.051,-96.514,10
331,18.1749,-98.1863,20.875
332,17.936,-96.934,27.9090909090909
333,17.8693,-97.0266,14.5555555555556
334,16.9295,-96.3759,5.77777777777778
335,17.2,-96.755,11.125
336,17.051,-96.514,10
337,17.1309,-96.6269,47.7777777777778
338,31.4184,-111.2413,12.1111111111111
339,20.7256,-103.2898,41.5
340,28.426,-109.116,26.25
341,31.4173,-111.2387,11.7
342,31.5,-110.818,14.8
343,19.699,-101.135,54
344,18.8334,-96.9167,25.1111111111111
345,13.9609,-86.869,49.25
346,17.0266,-88.9475,37.3333333333333
347,18.7701,-98.8586,9.8
348,18.9903,-99.0788,59.6666666666667
349,13.636,-89.1923,66.6666666666667
350,19.3611,-103.7604,12.25
351,13.978,-86.9866,14.4444444444444
352,16.547,-94.837,10.25
353,31.9059713487322,-109.154328346121,23.7
354,29.2534,-103.2898,52.625
355,25.4,-100.3,9.33333333333333
356,31.5262,-110.7777,23
357,32.5445,-117.097,15.1111111111111
358,-4.3682,-80.2599,50.8888888888889
359,-4.3465,-80.4064,46.875
360,-4.433,-80.333,9.625
361,-4.033,-79.65,46.875
362,-5.86,-79.71,26.25
365,-31.9764896,-64.5590227,11
366,-30.9837265,-64.4922179,1.375
367,-30.8572075,-64.5263199,0
368,16.4166666667,-95.1666666667,8.33333333333333
369,16.3447,-95.3275,18.1428571428571
370,16.3578,-95.3753,31.125
373,28.4294,30.4658,0
374,20.702,58.667,14.875
375,31.3472,-5.9509,0
376,31.1857,-4.0473,0
377,34.2102,7.915,0
378,60.7385,10.9835,59.5384615384615
379,49.634,26.2213,9
